City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
227,Geneva,US,2022-02-01 05:11:08,41.8875,-88.3054,33.03,72,0,5.99
228,Koumac,NC,2022-02-01 05:14:58,-20.5667,164.2833,82.51,71,54,11.12
229,Arraial Do Cabo,BR,2022-02-01 05:14:58,-22.9661,-42.0278,76.32,91,100,4.36
230,Bayeux,BR,2022-02-01 05:14:58,-7.125,-34.9322,79.43,83,20,5.75
231,Caravelas,BR,2022-02-01 05:14:59,-17.7125,-39.2481,76.93,91,68,7.38
232,Jalu,LY,2022-02-01 05:14:59,29.0331,21.5482,50.04,68,2,9.73
233,Novyy Urengoy,RU,2022-02-01 05:14:59,66.0833,76.6333,1.89,97,100,6.02
234,Buala,SB,2022-02-01 05:15:00,-8.145,159.5921,84.51,67,90,4.63
235,Kariba,ZW,2022-02-01 05:15:00,-16.5167,28.8,68.5,92,32,4.59
236,Itarema,BR,2022-02-01 05:15:01,-2.9248,-39.9167,76.8,80,84,8.46
237,Dzhebariki-Khaya,RU,2022-02-01 05:15:01,62.2167,135.8,-20.33,94,98,0.65
238,Bardsir,IR,2022-02-01 05:15:01,29.9227,56.5743,55.45,54,1,21.99
239,Tiksi,RU,2022-02-01 05:15:02,71.6872,128.8694,-10.8,100,100,5.32
240,Ankazobe,MG,2022-02-01 05:15:02,-18.3167,47.1167,66.61,75,71,9.35
241,Kitgum,UG,2022-02-01 05:15:03,3.2783,32.8867,74.07,60,90,3.42
242,Richton Park,US,2022-02-01 05:15:03,41.4845,-87.7034,33.4,74,0,12.66
243,Zhoucheng,CN,2022-02-01 05:15:03,35.9122,116.3117,39.27,19,1,4.94
244,Meulaboh,ID,2022-02-01 05:15:04,4.1363,96.1285,84.65,68,7,5.48
245,Siocon,PH,2022-02-01 05:15:04,7.7061,122.1353,87.03,63,93,7.56
246,Kahului,US,2022-02-01 05:15:05,20.8947,-156.47,73.42,76,40,10.36
247,Porto Nacional,BR,2022-02-01 05:15:05,-10.7081,-48.4172,78.8,93,90,0.98
248,Safaga,EG,2022-02-01 05:15:05,26.7292,33.9365,57.29,54,0,4.97
249,Ambatofinandrahana,MG,2022-02-01 05:15:06,-20.55,46.8,64.63,78,78,5.93
250,Alice Springs,AU,2022-02-01 05:14:15,-23.7,133.8833,85.55,70,75,6.91
251,Kargil,IN,2022-02-01 05:15:06,34.5667,76.1,3.38,84,49,1.72
252,Dongzhen,CN,2022-02-01 05:15:07,22.3797,110.9389,55.58,79,100,6.2
253,Bac Lieu,VN,2022-02-01 05:15:07,9.285,105.7244,85.35,61,22,19.51
254,Beian,NO,2022-02-01 05:15:08,63.6559,9.5683,30.29,74,0,16.11
255,Zhicheng,CN,2022-02-01 05:15:08,30.2956,111.5047,47.28,41,8,5.97
256,Guarapari,BR,2022-02-01 05:15:09,-20.6667,-40.4975,75.09,89,100,2.26
257,Chuy,UY,2022-02-01 05:15:09,-33.6971,-53.4616,59.49,68,0,5.28
258,Uaua,BR,2022-02-01 05:15:10,-9.8414,-39.4817,72.14,78,10,8.03
259,Chara,RU,2022-02-01 05:15:10,56.9064,118.2631,-12.6,98,55,1.59
260,Sterling,US,2022-02-01 05:15:11,39.0062,-77.4286,28.54,71,75,0.0
261,Cherskiy,RU,2022-02-01 05:15:11,68.75,161.3,-4.4,88,100,5.95
262,Cuenca,EC,2022-02-01 05:12:35,-2.8833,-78.9833,57.33,88,100,3.44
263,Ha Giang,VN,2022-02-01 05:15:11,22.8333,104.9833,55.26,79,100,1.41
264,Yerbogachen,RU,2022-02-01 05:15:12,61.2767,108.0108,-6.79,94,89,3.78
265,Severo-Kurilsk,RU,2022-02-01 05:15:12,50.6789,156.125,28.98,71,98,14.94
266,Qaqortoq,GL,2022-02-01 05:15:13,60.7167,-46.0333,25.3,90,87,3.96
267,Namatanai,PG,2022-02-01 05:15:13,-3.6667,152.4333,83.88,70,100,9.66
268,Katobu,ID,2022-02-01 05:15:14,-4.9408,122.5276,90.72,47,92,5.84
269,Bjornevatn,NO,2022-02-01 05:15:14,69.6672,29.9847,11.82,84,100,5.75
270,Juneau,US,2022-02-01 05:11:16,58.3019,-134.4197,23.05,73,0,4.61
271,Alekseyevsk,RU,2022-02-01 05:15:14,57.8406,108.3492,4.39,88,100,4.14
272,Tual,ID,2022-02-01 05:13:51,-5.6667,132.75,83.75,72,100,18.63
273,Christchurch,NZ,2022-02-01 05:10:49,-43.5333,172.6333,71.94,74,40,5.99
274,Aripuana,BR,2022-02-01 05:16:15,-9.1667,-60.6333,70.57,98,100,1.59
275,Elat,IL,2022-02-01 05:16:15,29.5581,34.9482,46.24,66,20,4.61
276,Kamiiso,JP,2022-02-01 05:16:16,41.8167,140.65,30.58,69,75,9.22
277,Imbituba,BR,2022-02-01 05:16:16,-28.24,-48.6703,75.81,91,24,5.55
278,Mortka,RU,2022-02-01 05:16:17,59.3322,66.0214,-1.82,98,60,3.85
279,Elizabeth City,US,2022-02-01 05:11:19,36.2946,-76.2511,40.01,91,0,8.05
280,Ratodero,PK,2022-02-01 05:16:17,27.803,68.2871,64.42,20,0,8.9
281,Carmen,MX,2022-02-01 05:16:18,18.6333,-91.8333,71.19,80,0,22.24
282,Campbell River,CA,2022-02-01 05:15:06,50.0163,-125.2446,37.26,100,20,8.05
283,Yar-Sale,RU,2022-02-01 05:16:18,66.8333,70.8333,-16.94,99,41,6.15
284,Santa Fe,AR,2022-02-01 05:16:16,-31.6333,-60.7,72.0,60,7,4.0
285,Sisimiut,GL,2022-02-01 05:16:19,66.9395,-53.6735,4.82,87,100,7.87
286,Lebu,CL,2022-02-01 05:16:19,-37.6167,-73.65,56.79,82,0,16.71
287,Auki,SB,2022-02-01 05:16:20,-8.7676,160.7034,83.07,72,80,4.79
288,Kiruna,SE,2022-02-01 05:16:20,67.8557,20.2251,-13.88,77,92,8.05
289,Klaksvik,FO,2022-02-01 05:16:20,62.2266,-6.589,41.92,80,99,43.98
290,Veraval,IN,2022-02-01 05:16:21,20.9,70.3667,75.56,56,0,8.03
291,Zelenokumsk,RU,2022-02-01 05:16:21,44.4069,43.8806,36.99,78,100,5.79
292,Panguna,PG,2022-02-01 05:16:21,-6.3164,155.4848,78.28,69,100,3.49
293,Gigante,CO,2022-02-01 05:16:22,2.3868,-75.5453,69.35,89,99,1.23
